analysis_split,source_split,image_id,class_id,species,breed_id,stable_key
train,trainval,american_pit_bull_terrier_115,3,2,2,d27184896141d56350e2c4034a8b00eb6a76a7bd411826ef8efbed7811b22e91
train,trainval,american_pit_bull_terrier_126,3,2,2,d51d67e7df1c030351e35caba23338ef384aa64e597359e61791daf975c95587
train,trainval,american_pit_bull_terrier_168,3,2,2,d73daff51812723252a13fc1a5ee23d44f826af779fc029b6719279701bbd8f5
train,trainval,american_pit_bull_terrier_124,3,2,2,dbf34a8e842d199d3b292e872450a264f003ad29a525b0f8cdb130a344cfbb5f
train,trainval,american_pit_bull_terrier_137,3,2,2,de0b1733a3e2bc5b72ec28434b8323843624467076fb5228cfebf38260d49945
train,trainval,american_pit_bull_terrier_12,3,2,2,df5e5b17aaaf69d09ea7dbb8c676259eca5a8440811af339ca381eb27c841748
train,trainval,american_pit_bull_terrier_15,3,2,2,e369e3b7c7d026a709720386606fd73bed99c13621ea449bb754b36e5251e471
train,trainval,american_pit_bull_terrier_177,3,2,2,e7fae95bbd180e7b430745e4f4fd9b59995463c986f02fbc77d54b8ece4fbaf6
train,trainval,american_pit_bull_terrier_184,3,2,2,e88688a5e24a2899a5490f2df40207ef156054af11ea6d3886b33363050defaa
train,trainval,american_pit_bull_terrier_122,3,2,2,e98f0ddc215a15994c704379224628969584114b6b026920314ea922f7aad390
train,trainval,american_pit_bull_terrier_118,3,2,2,e9b285efc43169ab69dbab4438c2970385bc638833e09206a0f69a3de2bc0d41
train,trainval,american_pit_bull_terrier_170,3,2,2,eab06dc15e5f48af1ce8b863c8defc1e4466cb040e317e7b70d11806ec81f074
train,trainval,american_pit_bull_terrier_134,3,2,2,ebad60e8ffa50c72f1d44a81686d23953f99a297248eac7638441dddb49030de
train,trainval,american_pit_bull_terrier_117,3,2,2,edd602294921806814fd79824e300a134a357d367c338e3d1652108892544417
train,trainval,american_pit_bull_terrier_136,3,2,2,eebf174e45e41519d5a0d749663c3fede90e4763ba7c8eb11c42483c2cd27ff5
train,trainval,american_pit_bull_terrier_153,3,2,2,eef93a0a054444c2c660d8afcc0a91870185842eb2a695529a181991abedfa48
train,trainval,american_pit_bull_terrier_187,3,2,2,faaaa30e54c74f0aad05fad2a981d9032cfad62a7b103eb957c626417dcad4f6
train,trainval,american_pit_bull_terrier_105,3,2,2,fb75e532feae52acacc59a65b18402c7297ab8939f521f7d19f5c72e2e850328
train,trainval,american_pit_bull_terrier_144,3,2,2,fc8fbbfb70073a35759b1990417d96300676b0ed32332bfb5f3f89a851c5f519
train,trainval,american_pit_bull_terrier_18,3,2,2,fdce78226e6f6ef4e86e1d5ab254c7f19e87a78a4af132960ee2de2212ae3afb
train,trainval,basset_hound_100,4,2,3,82c9cc7e4e9dac5108ff4b2b43ec6df335f2ae30f9c550cd9da0029edb8b05bd
train,trainval,basset_hound_101,4,2,3,8867b908ad899d5431055071dea11977555ae5f81a1eb734b06622482eaaba86
train,trainval,basset_hound_11,4,2,3,89a27e2d36cde1a7cae18d63030a9c7858b6bd0e46e78d595e66e5d09cf4bf61
train,trainval,basset_hound_126,4,2,3,8dba7d9e47a6945682806f08ee211659780616bf8cd9627500f1c27860bea208
train,trainval,basset_hound_131,4,2,3,9141a5d03547f407606833ecef05d2c40dbb7bbe9b7433cc9627cd834d77d739
train,trainval,basset_hound_146,4,2,3,9142afb037ce7623a87192e334f05909554c2a5bb35aacaa292c11027894e6a2
train,trainval,basset_hound_108,4,2,3,968f445c33ca885654f37c7e2570637318e70771999ae010dae32cacd55c86b8
train,trainval,basset_hound_181,4,2,3,983edf1dfa1bc489db0be116142b86e8bf912a36a3fb40b19dc7c8a33a37f010
train,trainval,basset_hound_140,4,2,3,9a038817b35c4138563980b8e592d39bf41a8605310aec36b121fab4a2bf895b
train,trainval,basset_hound_13,4,2,3,9a252644dcb63736424a3fd2f47734fec1e8a70e9966f50fb4765bdf24fbb0c9
train,trainval,basset_hound_127,4,2,3,9d19250d01057f4bf3e972b73698472bab354c75c863c369d3b7761d5868c91d
train,trainval,basset_hound_160,4,2,3,9e8e1be57ea9014343d547e75c6cb67e3ccf5ec91c9e9d1fe7f3380dc21d91e5
train,trainval,basset_hound_154,4,2,3,a18560b526478a347a1c782237ad745bc07d6f35a4469e2576b25eaa219c2e5a
train,trainval,basset_hound_18,4,2,3,a7a76dbb812617285651209eb33d7f67d4e4a058e61cd5695c91de6b4b46cb6a
train,trainval,basset_hound_183,4,2,3,a93b4c60d957ae8fe7aae1df6da97d1346bc508ae104a844d17aa8415a6896bf
train,trainval,basset_hound_12,4,2,3,aa376f5f3b6da38e1812b610aa1796458a1b68ffef448611a3501238d4424fab
train,trainval,basset_hound_141,4,2,3,ae536e3680740be082052c7528f99467d58fc088100e02d1e74d3186f51046fe
train,trainval,basset_hound_186,4,2,3,ae93cc989e0c63e8d3f6a76c267610dc938462335d6c6348852e1148a59c1f9a
train,trainval,basset_hound_109,4,2,3,af3bc536220aa87b1957b35d84d9a1d4f5c1528b1f066c6ba30cf23cf1cbe7ec
train,trainval,basset_hound_120,4,2,3,b3e7f4ba8a7e9f8d431a358f50a596f7a0014613f238e84793dfaa57f99fc96c
train,trainval,basset_hound_145,4,2,3,b3fd98001804f537ff2203f9dc82fa4ba2e504f3a4f15b9f6a709b2fe659da17
train,trainval,basset_hound_165,4,2,3,b415584d9f69b4677eb45dd0d198cbf47869b6d4f493ae7d5a3e917e1969803d
train,trainval,basset_hound_138,4,2,3,b575720e4df5ce7a418507fabfb0246c96faee6f1300c2fe7f7d3dd62328b796
train,trainval,basset_hound_148,4,2,3,b59a778d28f1f141ed737bf4961ec0b2228665a47756568b10c38a770e8558b7
train,trainval,basset_hound_133,4,2,3,b78c04a8811ad6eda61ddd5d618f6fd116978f6a3d334da014bac675de9b96b2
train,trainval,basset_hound_107,4,2,3,b820b3e13a4454958517ee68dd781063af5e9dcb132a83aa5312ffc509571e63
train,trainval,basset_hound_171,4,2,3,b9433345758cd4d7f99e5c155ee5073668a8f4e03800f2d904ccbb68e0af46e2
train,trainval,basset_hound_132,4,2,3,baab92e0c6c381bf3e0705d150a74560b84477dd201001690e22835e74d64671
train,trainval,basset_hound_143,4,2,3,bf5fb229ea28dbc7ceef178c20026d82c74b6c73fb9fb6f7535e5339c46d76c0
train,trainval,basset_hound_118,4,2,3,bfbc5f8db691b19b9d0a125e92173255914b41fe4f00bcaa0d2bdd98ae2f908f
train,trainval,basset_hound_170,4,2,3,c027dd9c4d6d5629836cb1db9cca7837b14ea37fae173c6d984761ae17c18287
train,trainval,basset_hound_106,4,2,3,c7e09bd237257ebc5567b5ce83a2e34855abef8fa25c0d68eceb1202d15b3a6c
train,trainval,basset_hound_121,4,2,3,cbcb50c149468ee4b1ff24f87974b2cf028f3f0896541a7d3b861506a8fd7e74
train,trainval,basset_hound_167,4,2,3,cde7d5f8f1adc158e57031f9b8342a005e06c632268ee79092ab84d36529a494
train,trainval,basset_hound_179,4,2,3,d02d53a0d0cdf1f07e3531fad1f5eb5d9f95dc937b45f0e202b46d376be5f741
train,trainval,basset_hound_142,4,2,3,d10ad1c3fa51e8918452699455e610cbf3fbf5f98f79a284924e64b54d98015e
train,trainval,basset_hound_122,4,2,3,d4fd0619d23c2a01de7bd3aa0f40d955030957a182dbc68d6057d7a673e5c216
train,trainval,basset_hound_114,4,2,3,d82b0c7e9dc97ee266e35b41abf5184dd5e856a0c73e5e6f5d4d68872f800566
train,trainval,basset_hound_175,4,2,3,dd0402cdae8872480f085945418f4096540f360b6b1b6c5735223f98a60dc845
train,trainval,basset_hound_119,4,2,3,de710ee0044c24350bd37af83d7be110208a39d37d21d9c0b748b5b8e12214e6
train,trainval,basset_hound_144,4,2,3,e32772dffa0e1ab92564d475239292340ccba0939ade4b45aa4598883e14a6b2
train,trainval,basset_hound_177,4,2,3,e6d8a107e6e53c632db8a89401d5f45dca25e6bb353744be75e7b590ffd8e6bc
train,trainval,basset_hound_152,4,2,3,e7b538a1bdceb9dda74f7fb2e5e8a35d99d7593197343b7d9365d98b7734d3ac
train,trainval,basset_hound_135,4,2,3,eb6c2d69c5b2c3121f60b642a46036a691b28402c99fbe5cf99eb7d47e2e22df
train,trainval,basset_hound_103,4,2,3,eb94999e9b21ed5acb0e1e48be0d0cbe6870ad0a43b77bd76d294d9cf6a8a4c7
train,trainval,basset_hound_134,4,2,3,f52edff404e04bacb29fe2f3144f9b49819e2ca349ddc5ddb6b6ea2214085ff6
train,trainval,basset_hound_184,4,2,3,f793908224d0d94b40ebf89ecb30c4a08bc0c6b4a32bab5db7b9f054857e4596
train,trainval,basset_hound_187,4,2,3,fb0c68b734d2d119bb6a6fd75b61801e588b60a873526bd0cb90ce394dea36e3
train,trainval,basset_hound_110,4,2,3,fbe38e882da9678e34c57a04cf9e0fc8b1565ba4c0389dfb70a45f386997eac8
train,trainval,basset_hound_180,4,2,3,fd7cf5044c9bce75d950c30983a4db42f7374d8a867d867d040288ddc0dfc0db
train,trainval,beagle_142,5,2,4,8401435064d87578ef1d4a227c2b3e55a20270b5dd1331388e1b9db04630eae7
train,trainval,beagle_119,5,2,4,858e33db17cd681f9af575ae655ad1c6373c371f2b239c77d012ef2101aab3de
train,trainval,beagle_175,5,2,4,858eade33cbb75a5224fb22a040171861263ec9175a5abfdc46638f91a83cb92
train,trainval,beagle_12,5,2,4,90deddb4b281414ee88a104152251e62f8a4df0cc9cf336aabe69d2fb2f3effc
train,trainval,beagle_154,5,2,4,9203a71e450aaef035a5a73c049aedfb287762a50b3923c3cb2111a6bdc81fbc
train,trainval,beagle_129,5,2,4,92ba66ea0ba2ac3187e38b8a90f8966673c64c6cb0b2ad8038dd9c80637f43cb
train,trainval,beagle_143,5,2,4,9348ab7c22ae443c5143e590801dad91ef8eba4408c77575f7ebfa0083d2791f
train,trainval,beagle_137,5,2,4,946c7f9b839806ae35c28d33cac0304dcf9c2a9fa9165f2c382dbb114751a5f6
train,trainval,beagle_18,5,2,4,951536623bc17ff36a6e5168411c083d7191722c01e919aed12d39099a28f187
train,trainval,beagle_134,5,2,4,9636d7c7c28a57986b9cdf8cbdb133ba4b3716c86cd2e723b362b2bafb979d14
train,trainval,beagle_121,5,2,4,9731d3e67b9f75dd04a8e5d313b9b5f053b54e525130328eb64bd8421ee38296
train,trainval,beagle_16,5,2,4,9b246acf09332609078ecd3570d7c52d1b0c79f538705458edcdf34765fcdd1d
train,trainval,beagle_147,5,2,4,9dfc4496e499f5fa4d17e7190d37f76cefb9638bb657356c7c2f446cdeab3563
train,trainval,beagle_103,5,2,4,a4329a9db67af74d15e78a74d46f5fa4c9c6155612ace09ac26ba02c105ba6af
train,trainval,beagle_125,5,2,4,a76fbfa83889f4d8e14f01f05877f10a3a0a114ff5ad4cb7f3546224c2e65412
